date, aqi
2015/7/17, 50
2015/7/18, 34
2015/7/19, 28
2015/7/20, 34
2015/7/21, 35
2015/7/22, 37
2015/7/23, 48
2015/7/24, 46
2015/7/25, 47
2015/7/26, 55
2015/7/27, 54
2015/7/28, 66
2015/7/29, 51
2015/7/30, 39
2015/7/31, 58
2015/8/1, 58
2015/8/2, 55
2015/8/3, 54
2015/8/4, 40
2015/8/5, 40
2015/8/6, 53
2015/8/7, 52
2015/8/8, 40
2015/8/9, 31
2015/8/10, 41
2015/8/11, 55
2015/8/12, 40
2015/8/13, 48
2015/8/14, 50
2015/8/15, 53
2015/8/16, 59
2015/8/17, 51
2015/8/18, 52
2015/8/20, 69
2015/8/21, 44
2015/8/22, 43
2015/8/23, 47
2015/8/24, 64
2015/8/25, 80
2015/8/26, 83
2015/8/27, 72
2015/8/28, 57
2015/8/29, 61
2015/8/30, 66
2015/8/31, 74
2015/9/1, 78
2015/9/2, 94
2015/9/3, 97
2015/9/4, 75
2015/9/5, 67
2015/9/6, 68
2015/9/7, 103
2015/9/8, 128
2015/9/9, 98
2015/9/10, 54
2015/9/11, 103
2015/9/12, 129
2015/9/13, 146
2015/9/14, 169
2015/9/15, 157
2015/9/16, 81
2015/9/17, 101
2015/9/18, 86
2015/9/19, 84
2015/9/20, 63
2015/9/21, 55
2015/9/22, 62
2015/9/23, 69
2015/9/24, 70
2015/9/25, 64
2015/9/26, 78
2015/9/27, 127
2015/9/28, 96
2015/9/29, 80
2015/9/30, 114
2015/4/1, 48
2015/4/2, 53
2015/4/3, 60
2015/4/4, 60
2015/4/5, 56
2015/4/6, 58
2015/4/7, 59
2015/4/8, 56
2015/4/9, 49
2015/4/10, 49
2015/4/11, 50
2015/4/12, 43
2015/4/13, 37
2015/4/14, 49
2015/4/15, 48
2015/4/16, 40
2015/4/17, 50
2015/4/18, 54
2015/4/19, 66
2015/4/20, 59
2015/4/21, 60
2015/4/22, 64
2015/4/24, 52
